dd,mm,zz,pp,Departamento,Municipio,Puesto,Total,Mesas domingo,Latitud,Longitud
01,001,01,01,ANTIOQUIA,MEDELLIN,SEC. ESC. LA ESPERANZA No 2,12417,36,6.291166853889096,-75.54110522383867
01,001,01,02,ANTIOQUIA,MEDELLIN,INST.EDUC. LA CANDELARIA,15400,44,6.293491161667737,-75.54232060073917
01,001,01,03,ANTIOQUIA,MEDELLIN,IE MARIA DE LOS ANGELES CANO MARQUEZ,8525,25,6.292281354276708,-75.5445017815333
01,001,01,04,ANTIOQUIA,MEDELLIN,SEC. ESC. MEDELLIN,8893,26,6.286822875493661,-75.54634394199259
01,001,01,05,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA GRANIZAL,5171,15,6.292913702271824,-75.54774714975814
01,001,01,06,ANTIOQUIA,MEDELLIN,IE LA AVANZADA,2448,7,6.294368801872741,-75.53912846195836
01,001,01,07,ANTIOQUIA,MEDELLIN,SEC. ESC. CARPINELO AMAPOLITA,2455,7,6.286901662275185,-75.53825245453439
01,001,01,08,ANTIOQUIA,MEDELLIN,IE ANTONIO DERKA,7188,21,6.297172374535049,-75.53908900853517
01,001,01,09,ANTIOQUIA,MEDELLIN,SEC. ESC. NUEVO HORIZONTE 2,11318,32,6.297678127687827,-75.54560659015236
01,001,02,01,ANTIOQUIA,MEDELLIN,I.E. NUEVO HORIZONTE - PAULO VI,10166,29,6.298770610003607,-75.54621227142943
01,001,02,02,ANTIOQUIA,MEDELLIN,SEC. ESC. DIVINA PROVIDENCIA,11887,34,6.297555311383203,-75.5491582190566
01,001,02,03,ANTIOQUIA,MEDELLIN,SEC.ESC.AGRIPINA MONTES DEL VALLE,7546,22,6.286594344434132,-75.55026598681182
01,001,02,04,ANTIOQUIA,MEDELLIN,I.E.FEDERICO CARRASQUILLA,5555,16,6.298627042406685,-75.54942030604306
01,001,02,05,ANTIOQUIA,MEDELLIN,I.E.GUADALUPE,8568,25,6.286822977192469,-75.54990857398555
01,001,03,01,ANTIOQUIA,MEDELLIN,I.E. ASIA IGNACIANA,14215,41,6.306288398534118,-75.55503370017753
01,001,03,02,ANTIOQUIA,MEDELLIN,SEC.ESC. MANUEL URIBE ANGEL,14647,42,6.298030595377991,-75.5537101125958
01,001,03,03,ANTIOQUIA,MEDELLIN,SEC. ESC. FIDEL ANTONIO SALDARRIAGA,8751,25,6.29402005807331,-75.55389805768115
01,001,03,04,ANTIOQUIA,MEDELLIN,SEC ESC LA FRONTERA,4172,12,6.30574568136459,-75.55265288075903
01,001,04,01,ANTIOQUIA,MEDELLIN,I.E. BARRIO SANTA CRUZ,10996,32,6.292401391485563,-75.55040017361034
01,001,04,02,ANTIOQUIA,MEDELLIN,SEC. ESC. ARZOBISPO GARCIA,10069,29,6.290124901597239,-75.55600184487506
01,001,04,03,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE HONDURAS,9496,27,6.290786310393303,-75.55952245542814
01,001,05,01,ANTIOQUIA,MEDELLIN,I.E. MONTECARLO GUILLERMO GAVIRIA CORREA,15504,44,6.278336407431245,-75.5461153905296
01,001,05,02,ANTIOQUIA,MEDELLIN,IE LAS NIEVES,12149,35,6.2735706722689315,-75.54914397740323
01,001,05,03,ANTIOQUIA,MEDELLIN,I.E. MANUELA BELTRAN,8526,25,6.266246131517446,-75.54874489135204
01,001,05,04,ANTIOQUIA,MEDELLIN,SEC ESC SAN JOSE (IE MANUELA BELTRAN),14803,42,6.265584840534802,-75.54579958085893
01,001,05,05,ANTIOQUIA,MEDELLIN,I.E.RAMON MUNERA LOPERA,6424,19,6.269724663139501,-75.54351043967014
01,001,05,06,ANTIOQUIA,MEDELLIN,IE BELLO ORIENTE,2558,8,6.276973686093869,-75.5380888046019
01,001,05,07,ANTIOQUIA,MEDELLIN,IE JOSE ROBERTO VASQUEZ,3679,11,6.268655960349916,-75.55012903899657
01,001,05,08,ANTIOQUIA,MEDELLIN,SEC. ESC. BALDOMERO SANIN CANO,7049,20,6.2690484479704205,-75.54826734725016
01,001,06,01,ANTIOQUIA,MEDELLIN,I.E. JOSE ANTONIO GALAN,11974,34,6.285049681861491,-75.55214255249525
01,001,06,02,ANTIOQUIA,MEDELLIN,I.E. HERNAN TORO AGUDELO,13543,39,6.26817765365757,-75.55486820292754
01,001,06,03,ANTIOQUIA,MEDELLIN,IE RODRIGO LARA BONILLA - SEDE LA SUSANA,8135,23,6.26221079885131,-75.55235362039069
01,001,06,04,ANTIOQUIA,MEDELLIN,IE SAN JUAN BAUTISTA DE LA SALLE,4766,14,6.284413782123305,-75.54930120912442
01,001,07,01,ANTIOQUIA,MEDELLIN,COL AGUSTINIANO DE SAN NICOLAS,12628,36,6.284762354282652,-75.55553632675696
01,001,07,02,ANTIOQUIA,MEDELLIN,I.E. MONSEÑOR FRANCISCO CRISTOBAL TORO,10547,30,6.282328460012106,-75.5603767127427
01,001,07,03,ANTIOQUIA,MEDELLIN,I.E. GILBERTO ALZATE AVENDAÑO,11447,33,6.283670028457579,-75.56280830297665
01,001,07,04,ANTIOQUIA,MEDELLIN,I.E. CAMPO VALDES,12261,35,6.275659829850496,-75.55588542179053
01,001,07,05,ANTIOQUIA,MEDELLIN,I.E.SAN JUAN BOSCO,3411,10,6.275876296432525,-75.56110619683054
01,001,07,06,ANTIOQUIA,MEDELLIN,I.E. JOSE EUSEBIO CARO,3520,10,6.285556325037282,-75.55858516237099
01,001,07,07,ANTIOQUIA,MEDELLIN,IE LORENZA VILLEGAS DE SANTOS,3466,10,6.28036726498752,-75.560930831415
01,001,07,08,ANTIOQUIA,MEDELLIN,SEC ESC TOMAS CARRASQUILLA No 1,1692,5,6.283695204857183,-75.56318986952265
01,001,08,01,ANTIOQUIA,MEDELLIN,I.E. ALFONSO MORA NARANJO,9841,28,6.2712185416086275,-75.55721766978976
01,001,08,02,ANTIOQUIA,MEDELLIN,I.E. JOSE MARIA BRAVO MARQUEZ,7701,22,6.265626251212306,-75.55734407676118
01,001,08,03,ANTIOQUIA,MEDELLIN,I.E. FRANCISCO MIRANDA,14435,41,6.2740802513828156,-75.5636009050477
01,001,08,04,ANTIOQUIA,MEDELLIN,I.E. JAVIERA LONDOÑO SEVILLA,12073,35,6.267947877498514,-75.56496389767186
01,001,08,05,ANTIOQUIA,MEDELLIN,I.E. EL BOSQUE,4737,14,6.280000695710501,-75.56709256373686
01,001,08,06,ANTIOQUIA,MEDELLIN,SEC ESC JULIO ARBOLEDA,2144,7,6.272841141341221,-75.5625270968661
01,001,08,07,ANTIOQUIA,MEDELLIN,SEC. ESC. PORFIRIO BARBA JACOB,808,3,6.268782507913703,-75.55656401835367
01,001,08,08,ANTIOQUIA,MEDELLIN,IE FE Y ALEGRIA LUIS AMIGO MORAVIA,2553,8,6.279120866575186,-75.56641747505357
01,001,09,01,ANTIOQUIA,MEDELLIN,I.E. JULIO CESAR GARCIA,10567,30,6.306700600776164,-75.564148018041854185
01,001,09,02,ANTIOQUIA,MEDELLIN,IE DIEGO ECHAVARRIA MISAS,11298,32,6.308277247134869,-75.56913901531033
01,001,09,03,ANTIOQUIA,MEDELLIN,I.E. PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,13622,39,6.30165634274362,-75.55932885018838
01,001,09,04,ANTIOQUIA,MEDELLIN,I.E.SEBASTIAN DE BELALCAZAR,3142,9,6.298573304165523,-75.56547470445156
01,001,09,05,ANTIOQUIA,MEDELLIN,SEC ESC TRICENTENARIO,9479,27,6.2922354285376825,-75.56456353875286
01,001,09,06,ANTIOQUIA,MEDELLIN,SEC ESC TOSCANA,2809,8,6.306240332924746,-75.55934723893482
01,001,10,01,ANTIOQUIA,MEDELLIN,I.E. MARIA MONTESSORI,13339,38,6.286894792873198,-75.57501869741118
01,001,10,02,ANTIOQUIA,MEDELLIN,ITM CASTILLA,17067,49,6.2939136514009615,-75.56934224559662
01,001,10,03,ANTIOQUIA,MEDELLIN,I.E. DINAMARCA,6241,18,6.282564500783107,-75.57295212701423
01,001,10,04,ANTIOQUIA,MEDELLIN,I.E. REPUBLICA DE URUGUAY,12274,35,6.28378846218399,-75.57690270055616
01,001,10,05,ANTIOQUIA,MEDELLIN,IE FELIX DE BEDOUT MORENO,4226,12,6.306115903491768,-75.5694177578519
01,001,10,06,ANTIOQUIA,MEDELLIN,TERMINAL DE TRANSPORTES DEL NORTE,2643,8,6.278991985598805,-75.57134585247469
01,001,11,01,ANTIOQUIA,MEDELLIN,I.E. CIUDADELA LAS AMERICAS,11951,34,6.308662012363367,-75.57525814862197
01,001,11,02,ANTIOQUIA,MEDELLIN,I.E. PROGRESAR,7158,21,6.308670017614189,-75.58061193763224
01,001,11,03,ANTIOQUIA,MEDELLIN,SEC. ESC. LEON DE GREIFF,6615,19,6.302181313443422,-75.58072334627683
01,001,11,04,ANTIOQUIA,MEDELLIN,I.E. DOCE DE OCTUBRE,6714,19,6.302945989503544,-75.57689072203333
01,001,11,05,ANTIOQUIA,MEDELLIN,I.E. JOSE MARIA ESPINOSA PRIETO - CASD,2935,9,6.296819331784327,-75.57520728575179
01,001,11,06,ANTIOQUIA,MEDELLIN,I.E. EL TRIUNFO SANTA TERESA,3781,11,6.306604712938694,-75.58117992146725
01,001,11,07,ANTIOQUIA,MEDELLIN,I.E. SANTA JUANA DE LESTONNAC,7985,23,6.302522338970007,-75.5754075677719
01,001,11,08,ANTIOQUIA,MEDELLIN,I.E. JESUS MARIA VALLE,5355,16,6.300548283503213,-75.58209515683546
01,001,12,01,ANTIOQUIA,MEDELLIN,I.E.MAESTRO FERNANDO BOTERO,9763,28,6.301489964758263,-75.57202135899445
01,001,12,02,ANTIOQUIA,MEDELLIN,I.E.ALFREDO COCK ARANGO,9612,28,6.296449124083,-75.5734368827177
01,001,12,03,ANTIOQUIA,MEDELLIN,SEC.ESC.SAN MARTIN DE PORRES,6811,20,6.295917698037687,-75.57858343328168
01,001,12,04,ANTIOQUIA,MEDELLIN,I.E. KENNEDY,10850,31,6.290818503204494,-75.58157482175805
01,001,12,05,ANTIOQUIA,MEDELLIN,SEC.CONCENTRACION EDUC.KENNEDY,8126,23,6.290440821203329,-75.58189468260814
01,001,12,06,ANTIOQUIA,MEDELLIN,I.E. JORGE ELIECER GAITAN,3549,11,6.289972658948369,-75.5851847365682
01,001,12,07,ANTIOQUIA,MEDELLIN,SEC. ESC. EL PEDREGAL,5065,15,6.303340062713938,-75.57286642361751
01,001,12,08,ANTIOQUIA,MEDELLIN,I.E.LA ESPERANZA,3636,11,6.292935807404739,-75.57728245234185
01,001,12,09,ANTIOQUIA,MEDELLIN,SENA PEDREGAL,270,1,6.302078011117973,-75.56856156986603
01,001,13,01,ANTIOQUIA,MEDELLIN,I.E. SAN VICENTE DE PAUL,9579,28,6.278977905580167,-75.5788320327111
01,001,13,02,ANTIOQUIA,MEDELLIN,SEC.ESC. EL DIAMANTE,8752,25,6.285203450496988,-75.5871971239626
01,001,13,03,ANTIOQUIA,MEDELLIN,I.E.EL DIAMANTE (SEDE BTO),8953,26,6.28602012752246,-75.58813914134102
01,001,13,04,ANTIOQUIA,MEDELLIN,I.E. VILLA DE LA CANDELARIA,11158,32,6.284970871007061,-75.5937074592012
01,001,13,05,ANTIOQUIA,MEDELLIN,I.E.FE Y ALEGRIA SAN JOSE,5978,17,6.291201805056511,-75.59027937830115
01,001,13,06,ANTIOQUIA,MEDELLIN,TECNOLOGICO DE ANTIOQUIA,10463,30,6.279943725984233,-75.58319273416838
01,001,13,07,ANTIOQUIA,MEDELLIN,IE JESUS REY,6459,19,6.283333920062947,-75.5921685363698
01,001,13,08,ANTIOQUIA,MEDELLIN,IE AURES,5469,16,6.29020770870989,-75.59652641358426
01,001,14,01,ANTIOQUIA,MEDELLIN,IE MON GERARDO VALENCIA CANO,5140,15,6.269116600777043,-75.58771621413057
01,001,14,02,ANTIOQUIA,MEDELLIN,I.E. JORGE ROBLEDO,11496,33,6.276756119252863,-75.59747494055716
01,001,14,03,ANTIOQUIA,MEDELLIN,I.E.MARISCAL ROBLEDO,6942,20,6.275322072862327,-75.59589876415049
01,001,14,04,ANTIOQUIA,MEDELLIN,SEC.ESC. SANTA MARGARITA,8232,24,6.276630324477516,-75.61587606167865
01,001,14,05,ANTIOQUIA,MEDELLIN,INSTITUTO FERRINI - SEDE ROBLEDO,13668,39,6.278003784211832,-75.59226951904425
01,001,14,06,ANTIOQUIA,MEDELLIN,I.E.CAMILO MORA CARRASQUILLA,3965,12,6.278279244271973,-75.60616622042842
01,001,14,07,ANTIOQUIA,MEDELLIN,COL MAYOR DE ANTIOQUIA,5397,16,6.273238946596045,-75.59201863025999
01,001,14,08,ANTIOQUIA,MEDELLIN,IE BARRIO OLAYA HERRERA,2518,8,6.27415392016368,-75.6098868114957
01,001,15,01,ANTIOQUIA,MEDELLIN,I.E. JUAN DE DIOS CARVAJAL,9089,26,6.255682718789715,-75.55085427675382
01,001,15,02,ANTIOQUIA,MEDELLIN,I.E. JUAN DE LA CRUZ POSADA,4755,14,6.253773815947361,-75.55464422008433
01,001,15,03,ANTIOQUIA,MEDELLIN,I.E.JOSE CELESTINO MUTIS,5436,16,6.258885719286969,-75.55686159782528
01,001,15,04,ANTIOQUIA,MEDELLIN,I.T.M. (CAMPUS FRATERNIDAD),3843,11,6.2453399268974845,-75.55105148674306
01,001,15,05,ANTIOQUIA,MEDELLIN,SEC.ESC.JULIA AGUDELO,19103,54,6.24982456301068,-75.54891756232233
01,001,15,06,ANTIOQUIA,MEDELLIN,SEC.ESC.NIÑO JESUS DE PRAGA,4816,14,6.248594250527947,-75.5458064015143
01,001,15,07,ANTIOQUIA,MEDELLIN,I.E.SOL DE ORIENTE,3334,10,6.244889590084709,-75.54073509990796
01,001,15,08,ANTIOQUIA,MEDELLIN,I.E. LUIS CARLOS GALAN SARMIENTO,5750,17,6.250286244804385,-75.54672604249522
01,001,15,09,ANTIOQUIA,MEDELLIN,IE ESC NORMAL SUPERIOR DE MEDELLIN,2843,9,6.254047246029406,-75.5487256699892
01,001,16,01,ANTIOQUIA,MEDELLIN,SEC. ESC. VILLA TURBAY,4846,14,6.235827896542419,-75.53011677295467
01,001,16,02,ANTIOQUIA,MEDELLIN,SECCION ESCUELA HOGAR ANTIOQUIA,2892,9,6.234071091503373,-75.53891675059553
01,001,16,03,ANTIOQUIA,MEDELLIN,SEC ESC SOR MARIA LUISA COURBIN,7920,23,6.2337510240793605,-75.5383920851601
01,001,16,04,ANTIOQUIA,MEDELLIN,I.E. SAN FRANCISCO DE ASIS,8145,24,6.238573407723829,-75.53954748345456
01,001,16,05,ANTIOQUIA,MEDELLIN,IE FELIX HENAO BOTERO,8207,24,6.24091294655442,-75.54666277642798
01,001,16,06,ANTIOQUIA,MEDELLIN,IE GABRIEL GARCIA MARQUEZ,1323,4,6.236653236721258,-75.53344140255867
01,001,17,01,ANTIOQUIA,MEDELLIN,I.E.GUADALUPANO LA SALLE,11142,32,6.236337309657036,-75.54431729645347
01,001,17,02,ANTIOQUIA,MEDELLIN,IE MERCEDITAS GOMEZ MARTINEZ,10139,29,6.233712173337637,-75.54671297115149
01,001,17,03,ANTIOQUIA,MEDELLIN,I.E. MANUEL JOSÉ CAYZEDO,9776,28,6.24148474040795,-75.55218120997276
01,001,17,04,ANTIOQUIA,MEDELLIN,I.E. LA MILAGROSA,16637,47,6.23523297056735,-75.55479396813332
01,001,17,05,ANTIOQUIA,MEDELLIN,COLEGIO EUCARISTICO,7060,20,6.235542948086863,-75.5535961359991
01,001,17,06,ANTIOQUIA,MEDELLIN,SENA - SEDE BUENOS AIRES,3188,10,6.239478594054427,-75.55230859999759
01,001,17,07,ANTIOQUIA,MEDELLIN,IE ARZOBISPO TULIO BOTERO SALAZAR,2854,9,6.22995926801674,-75.53240750331742
01,001,17,08,ANTIOQUIA,MEDELLIN,IE MADRE LAURA,3544,11,6.235315745007066,-75.55080624514028
01,001,17,09,ANTIOQUIA,MEDELLIN,SECCION ESCUELA ALEJANDRO ECHAVARRIA,4036,12,6.234911193795979,-75.54241158000784
01,001,18,01,ANTIOQUIA,MEDELLIN,I.E. GABRIELA GOMEZ CARVAJAL,9899,28,6.231497399395633,-75.55982193977765
01,001,18,02,ANTIOQUIA,MEDELLIN,IE FEDERICO OZANAM,11850,34,6.240489416975712,-75.55841591147276
01,001,18,03,ANTIOQUIA,MEDELLIN,ESC NORMAL SUPERIOR ANTIOQUEÑA,9653,28,6.242462578551722,-75.55820339762522
01,001,18,04,ANTIOQUIA,MEDELLIN,SEC. ESC. JOSE DE SAN MARTIN,12116,35,6.237484302835961,-75.56275155575341
01,001,18,05,ANTIOQUIA,MEDELLIN,SEC. ESC. JUAN CANCIO RESTREPO,1821,6,6.238473679804569,-75.55547004482867
01,001,19,01,ANTIOQUIA,MEDELLIN,I.E. TULIO OSPINA,9580,28,6.2591381868792855,-75.56616475465285
01,001,19,02,ANTIOQUIA,MEDELLIN,SEC. COL. AGUSTIN NIETO CABALLERO,3204,10,6.252667071274136,-75.5573188063355
01,001,19,03,ANTIOQUIA,MEDELLIN,COLEGIO SALESIANO EL SUFRAGIO,12893,37,6.248293694878604,-75.55807422062097
01,001,19,04,ANTIOQUIA,MEDELLIN,I.E. CENTRO FORMATIVO DE ANTIOQUIA -CEFA,16240,46,6.2464709024085305,-75.56178222278976
01,001,19,05,ANTIOQUIA,MEDELLIN,I.E. HECTOR ABAD GOMEZ,10714,31,6.245829406819954,-75.56042122435439
01,001,19,06,ANTIOQUIA,MEDELLIN,I.E. JAVIERA LONDOÑO,3941,12,6.248634494989762,-75.56001006950125
01,001,19,07,ANTIOQUIA,MEDELLIN,I.T.M. (PRADO CENTRO),3451,10,6.257656039028534,-75.56612692654863
01,001,20,01,ANTIOQUIA,MEDELLIN,AUDITORIO CC SAN DIEGO TORRE NTE PISO 11,13726,39,6.235104261364178,-75.5692212578617
01,001,20,02,ANTIOQUIA,MEDELLIN,ALCALDIA MUNICIPAL (SOTANO),14014,40,6.2448143414411925,-75.573693258162
01,001,20,03,ANTIOQUIA,MEDELLIN,SENA,5601,16,6.25492070603386,-75.57521463130185
01,001,20,04,ANTIOQUIA,MEDELLIN,UNIVERSIDAD CLARETIANA,2522,8,6.260430290146509,-75.57004104190342
01,001,20,05,ANTIOQUIA,MEDELLIN,PLAZA MINORISTA JOSE MARIA VILLA,758,3,6.257658156088589,-75.57346995042165
01,001,21,01,ANTIOQUIA,MEDELLIN,INSTITUTO JORGE ROBLEDO,8731,25,6.258359872734795,-75.58176949547614
01,001,21,02,ANTIOQUIA,MEDELLIN,I.E. MATER DEI,9051,26,6.247475036376713,-75.58607537524968
01,001,21,03,ANTIOQUIA,MEDELLIN,I.E. MARCO FIDEL SUAREZ,9265,27,6.257691346826623,-75.58604823374132
01,001,21,04,ANTIOQUIA,MEDELLIN,COL. CALASANZ (FEM) CAMPESTRE ESCOLAPIAS,10561,30,6.265632252344265,-75.59061397635865
01,001,21,05,ANTIOQUIA,MEDELLIN,COL. SAN IGNACIO DE LOYOLA - SD MAYORES,3573,11,6.254062530757185,-75.58665423527418
01,001,21,06,ANTIOQUIA,MEDELLIN,SEC. ESC. CARLOS OBANDO VELASCO,1839,6,6.246734967273589,-75.58549838426427
01,001,21,07,ANTIOQUIA,MEDELLIN,INST. UNIVERSITARIA SALAZAR Y HERRERA,365,2,6.260312348043726,-75.58536049853649
01,001,22,01,ANTIOQUIA,MEDELLIN,SEC.ESC. AGRUPACION COLOMBIA,9759,28,6.250717522356429,-75.595119112568
01,001,22,02,ANTIOQUIA,MEDELLIN,I.E. LUCRECIO JARAMILLO VELEZ,13581,39,6.24625779767075,-75.59953031870691
01,001,22,03,ANTIOQUIA,MEDELLIN,COLEGIO BETHLEMITAS,7215,21,6.24080942519567,-75.59549221436073
01,001,22,04,ANTIOQUIA,MEDELLIN,COL. SAN IGNACIO DE LOYOLA - SD INFANTIL,4725,14,6.254334166719415,-75.59296119472735
01,001,22,05,ANTIOQUIA,MEDELLIN,CORP. UNIVERSITARIA ADVENTISTA - UNAC,6295,18,6.240884995928287,-75.60935202518195
01,001,22,06,ANTIOQUIA,MEDELLIN,UNIVERSIDAD PONTIFICIA BOLIVARIANA,12957,37,6.242356025828518,-75.5893623546487
01,001,23,01,ANTIOQUIA,MEDELLIN,SEC. ESC. SANTA LUCIA,9733,28,6.257810049606383,-75.60568095867868
01,001,23,02,ANTIOQUIA,MEDELLIN,I.E. CONCEJO DE MEDELLIN,16548,47,6.258275620290937,-75.6005217063114
01,001,23,03,ANTIOQUIA,MEDELLIN,I.E. LA PIEDAD,8494,24,6.269228828729366,-75.59665131529596
01,001,23,04,ANTIOQUIA,MEDELLIN,I.E.SANTA ROSA DE LIMA,6557,19,6.255595636788195,-75.59948282226593
01,001,23,05,ANTIOQUIA,MEDELLIN,IE LOLA GONZALEZ,5373,16,6.2572655834356885,-75.61154818414289
01,001,23,06,ANTIOQUIA,MEDELLIN,INST. FERRINI - SD CALASANZ,6780,20,6.265115291158892,-75.59867178811142
01,001,24,01,ANTIOQUIA,MEDELLIN,COLEGIO LATINO,7342,21,6.243219684393371,-75.61158301764296
01,001,24,02,ANTIOQUIA,MEDELLIN,SEC.ESC.RAFAEL URIBE URIBE,3578,11,6.248690842000000,-75.60430264
01,001,24,03,ANTIOQUIA,MEDELLIN,SEC. ESC. PEDRO DE CASTRO,5206,15,6.248679966629254,-75.60826213763147
01,001,24,04,ANTIOQUIA,MEDELLIN,I.E.FRANCISCO ANTONIO ZEA,5131,15,6.243781737195892,-75.60392000393573
01,001,24,05,ANTIOQUIA,MEDELLIN,I.E AMERICA,3749,11,6.245709291781782,-75.61568780350248
01,001,24,06,ANTIOQUIA,MEDELLIN,C4TA CIUDADELA,2843,9,6.253470880636495,-75.61378562280272
01,001,24,07,ANTIOQUIA,MEDELLIN,LICEO SALAZAR Y HERRERA,13984,40,6.248711195522434,-75.6058783517261
01,001,25,01,ANTIOQUIA,MEDELLIN,I.E. BLANQUIZAL,6987,20,6.275407402393598,-75.6054544737888
01,001,25,02,ANTIOQUIA,MEDELLIN,SEC. ESC. REPUBLICA DE PANAMA,5993,17,6.262974164696764,-75.60617268855736
01,001,25,03,ANTIOQUIA,MEDELLIN,I.E JUAN XXIII,6188,18,6.261667545969353,-75.61048307600723
01,001,25,04,ANTIOQUIA,MEDELLIN,SEC. ESC. MONSEÑOR PERDOMO,9889,28,6.2561940607184745,-75.61414986837134
01,001,25,05,ANTIOQUIA,MEDELLIN,SEC.ESC.PIO XII,8024,23,6.256458792365488,-75.61396567512845
01,001,25,06,ANTIOQUIA,MEDELLIN,I.E.STELLA VELEZ LONDOÑO,2284,7,6.268289530677794,-75.61601291575225
01,001,25,07,ANTIOQUIA,MEDELLIN,SEC ESC JUAN DE DIOS ARANZAZU,3080,9,6.255413496087879,-75.61996318743499
01,001,26,01,ANTIOQUIA,MEDELLIN,I.E.LA INDEPENDENCIA,13195,38,6.2530400573817895,-75.62472480632162
01,001,26,02,ANTIOQUIA,MEDELLIN,SEC.ESC.EL SOCORRO,6084,18,6.259552703495913,-75.61854301866579
01,001,26,03,ANTIOQUIA,MEDELLIN,SEC. ESC. BETANIA,9349,27,6.246293911110668,-75.62268852772412
01,001,26,04,ANTIOQUIA,MEDELLIN,I.E.EL CORAZON,3869,11,6.247345131330793,-75.62986179033139
01,001,26,05,ANTIOQUIA,MEDELLIN,I.E.EDUARDO SANTOS,4981,15,6.258732479121102,-75.62897041081231
01,001,26,06,ANTIOQUIA,MEDELLIN,I.E. CARLOS VIECO ORTIZ,6623,19,6.2554130901942555,-75.6199653017967
01,001,26,07,ANTIOQUIA,MEDELLIN,SEC. ESC. AMOR AL NIÑO,4469,13,6.253249189267725,-75.62485936859022
01,001,26,08,ANTIOQUIA,MEDELLIN,I.E FUNDADORES,5423,16,6.2594074171737795,-75.6165769430638
01,001,26,09,ANTIOQUIA,MEDELLIN,SEC. ESC. VEINTE DE JULIO,756,3,6.252082039680569,-75.61838087929677
01,001,27,01,ANTIOQUIA,MEDELLIN,PARQUE COMERCIAL EL TESORO,15819,45,6.192582642025867,-75.56535595049716
01,001,27,02,ANTIOQUIA,MEDELLIN,COL.MARYMOUNT,13317,38,6.205589681588043,-75.55617212130737
01,001,27,03,ANTIOQUIA,MEDELLIN,COLEGIO SAN LUCAS,6258,18,6.181296739738606,-75.56606314931003
01,001,27,04,ANTIOQUIA,MEDELLIN,SEC. ESC. GUILLERMO ECHAVARRIA MISAS,2651,8,6.21064991099361,-75.57134958317613
01,001,27,05,ANTIOQUIA,MEDELLIN,COLEGIO CAMPESTRE MANZANARES,1078,4,6.184758232775911,-75.55647939143343
01,001,27,06,ANTIOQUIA,MEDELLIN,COLEGIO SAN JOSE DE LA SALLE,1003,3,6.204033176115343,-75.54683599259926
01,001,28,01,ANTIOQUIA,MEDELLIN,POLITECNICO JAIME ISAZA CADAVID,13241,38,6.213056420494996,-75.57724800296863
01,001,28,02,ANTIOQUIA,MEDELLIN,I.E. INEM JOSE FELIX DE RESTREPO,10412,30,6.206543234377354,-75.57775668300587
01,001,28,03,ANTIOQUIA,MEDELLIN,UNIVERSIDAD EAFIT,12810,37,6.199614515788069,-75.57921195559094
01,001,28,04,ANTIOQUIA,MEDELLIN,COL DE LA COMPAÑIA DE MARIA LA ENSEÑANZA,8067,23,6.19493669066274,-75.5743729977304
01,001,28,05,ANTIOQUIA,MEDELLIN,COL. SAN JOSE DE LAS VEGAS,10783,31,6.198620853607085,-75.57675816409262
01,001,28,06,ANTIOQUIA,MEDELLIN,COLEGIO PINARES ALTOVERDE,1292,4,6.1911084061149655,-75.57056940751872
01,001,29,01,ANTIOQUIA,MEDELLIN,I.E. CAMILO C. RESTREPO,7400,21,6.22575298143614,-75.58538280800262
01,001,29,02,ANTIOQUIA,MEDELLIN,I.E.BENJAMIN HERRERA,7898,23,6.226450147754604,-75.57963359009905
01,001,29,03,ANTIOQUIA,MEDELLIN,I.E.CRISTO REY,9635,28,6.205288633231036,-75.58178879788903
01,001,29,04,ANTIOQUIA,MEDELLIN,SEC. ESC. REPUBLICA DE COSTA RICA,8280,24,6.20283867531398,-75.58808141383675
01,001,29,05,ANTIOQUIA,MEDELLIN,SEC.ESC.LA COLINA,6871,20,6.197419666084935,-75.59175424815265
01,001,29,06,ANTIOQUIA,MEDELLIN,I.E. LA SALLE DE CAMPOAMOR,7275,21,6.212403167981268,-75.58752898512412
01,001,29,07,ANTIOQUIA,MEDELLIN,SEC ESC CRISTO REY APOLO,3363,10,6.204508350444058,-75.58368776702704
01,001,29,08,ANTIOQUIA,MEDELLIN,SEC. ESC. SANTISIMA TRINIDAD,68,1,6.228023884112437,-75.58643921792915
01,001,30,01,ANTIOQUIA,MEDELLIN,I.E. FATIMA NUTIBARA,9686,28,6.236709184063631,-75.58324419380445
01,001,30,02,ANTIOQUIA,MEDELLIN,SEC. ESC. SOFIA OSPINA DE NAVARRO,5263,15,6.235095241581487,-75.58297473522035
01,001,30,03,ANTIOQUIA,MEDELLIN,I.E.JUAN MARIA CESPEDES,14801,42,6.235387520964677,-75.59681323741636
01,001,30,04,ANTIOQUIA,MEDELLIN,I.E. GUILLERMO VALENCIA,7912,23,6.226759627170603,-75.5989446245302
01,001,30,05,ANTIOQUIA,MEDELLIN,UNID.DEPORTIVA ANDRES ESCOBAR,4183,12,6.232883457943179,-75.58732125531387
01,001,30,06,ANTIOQUIA,MEDELLIN,LICEO SAN RAFAEL,6995,20,6.2321730555629795,-75.59943362359678
01,001,30,07,ANTIOQUIA,MEDELLIN,COLEGIO SAN JUAN BOSCO,3216,10,6.229245374574254,-75.5940050841637
01,001,30,08,ANTIOQUIA,MEDELLIN,IE YERMO Y PARRES,1536,5,6.229253904493894,-75.5977483642776
